label,original_text,attacked_text,status
1,few films capture so perfectly the hopes and dreams of little boys on baseball fields as well as the grown men who sit in the stands . ,fiewi vfilmks capure so perfetqly tlhoe hopes and dreams of lpittle bromys ogc baseball fields eas well as lhe grosn mzn wuo sit up thec stands .f,"{'total_alterations': 27, 'delete': 3, 'replace': 9, 'insert': 15}"
0,"in its best moments , resembles a bad high school production of grease , without benefit of song . ","iy its best moments , reswmbles s vaz lhighk sachool prodction q ggrese , without bbefit dof sozndg .","{'total_alterations': 20, 'delete': 5, 'replace': 7, 'insert': 8}"
1,brilliantly explores the conflict between following one 's heart and following the demands of tradition . ,brleliantly exoplores the cnflickt bbetween folnoing kn 'sr heart kd follrolwing khe wemands oy tradjtion y.,"{'total_alterations': 22, 'delete': 5, 'replace': 9, 'insert': 8}"
0,... a hollow joke told by a cinematic gymnast having too much fun embellishing the misanthropic tale to actually engage it . ,. r holiow joke ld bjy a cnematix gymnast hxvitng gto cch vuw embellishing hf misanthrpi tle xto actually engge i .,"{'total_alterations': 26, 'delete': 14, 'replace': 7, 'insert': 5}"
0,the movie fails to live up to the sum of its parts . ,the movie fails to live p  te semm of id uarts s.,"{'total_alterations': 10, 'delete': 5, 'replace': 3, 'insert': 2}"
1,a working class `` us vs. them '' opera that leaves no heartstring untugged and no liberal cause unplundered . ,a workitg class  s vc them 'ui' opeta at leaves znb heartstring uxntuggedc andx no liberal caus kunxplundered .a,"{'total_alterations': 23, 'delete': 8, 'replace': 5, 'insert': 10}"
1,"a quiet , pure , elliptical film ", quietw f pure q elliptical fivm,"{'total_alterations': 6, 'delete': 2, 'replace': 2, 'insert': 2}"
0,"it feels like an after-school special gussied up with some fancy special effects , and watching its rote plot points connect is about as exciting as gazing at an egg timer for 93 minutes . ","ie feelsm li n after-school specidal gssied  with gsyme fany specizl efrecxs ac, and watchibg its rote lom epoits conject s jbou axs ezxcting as gazine at a g timer hfor 3 mingues .","{'total_alterations': 38, 'delete': 17, 'replace': 11, 'insert': 10}"
0,the talented and clever robert rodriguez perhaps put a little too much heart into his first film and did n't reserve enough for his second . ,to tbalened and pever nrobert rodriguez perhas pt ea lhotle oo much hearyt ninto pis first kilm and dild n't reszrve hnough fobr nhis saecond d,"{'total_alterations': 29, 'delete': 7, 'replace': 12, 'insert': 10}"
0,"if you 've ever entertained the notion of doing what the title of this film implies , what sex with strangers actually shows may put you off the idea forever . "," hou o've ever entertained the ndotion of doing wham ithe titlh j thisi ficlm mplies , wwat sdx zith strangers acttually hows mah pust you ofq thoe icea orver y","{'total_alterations': 32, 'delete': 10, 'replace': 11, 'insert': 11}"
1,the most compelling wiseman epic of recent years . ,the most compellig wisemnan tpic of rgecent eahs nu.,"{'total_alterations': 10, 'delete': 3, 'replace': 2, 'insert': 5}"
0,"a misogynistic piece of filth that attempts to pass itself off as hip , young adult entertainment . ","av misogpniftic pgiec f filh hat attempts to pa itself off rs htp , cwyoung adult etertainmens j","{'total_alterations': 20, 'delete': 8, 'replace': 7, 'insert': 5}"
1,it 's made with deftly unsettling genre flair . ,wt p madv with defktvly unsettling eore ilair p,"{'total_alterations': 10, 'delete': 2, 'replace': 6, 'insert': 2}"
0,but what are adults doing in the theater at all ? ,but what arse adults doinn n tsi theaer t aol ?,"{'total_alterations': 10, 'delete': 4, 'replace': 4, 'insert': 2}"
0,"the result is a gaudy bag of stale candy , something from a halloween that died . ",the result cs a gaud ibag of stale candy d fsmmething fgyom t halween that kdied ,"{'total_alterations': 16, 'delete': 6, 'replace': 4, 'insert': 6}"
1,"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . ",escapinrg th studio gt riccoli is warmly affectingm anv ks iz this ladroitlyy minimalist mov wy.,"{'total_alterations': 19, 'delete': 6, 'replace': 3, 'insert': 10}"
0,but this films lacks the passion required to sell the material . ,bu his film ldcks te passion hrequred tz sell tz matezialt .,"{'total_alterations': 13, 'delete': 6, 'replace': 5, 'insert': 2}"
1,good old-fashioned slash-and-hack is back ! ,good old-fiashoned slash-akd-hac us bcko h,"{'total_alterations': 10, 'delete': 5, 'replace': 1, 'insert': 4}"
1,"morton uses her face and her body language to bring us morvern 's soul , even though the character is almost completely deadpan . ","morton ue he fae ad fhr body languayke tzz brin uza morvera 's ouwl , even ahrough t characper is alost compleeely dlgadpan .","{'total_alterations': 26, 'delete': 11, 'replace': 8, 'insert': 7}"
0,one long string of cliches . ,one dwlong stxng o cliches o.,"{'total_alterations': 6, 'delete': 2, 'replace': 1, 'insert': 3}"
0,"nicks , seemingly uncertain what 's going to make people laugh , runs the gamut from stale parody to raunchy sex gags to formula romantic comedy . ","nihks , seeminoglg uncertain what 'ls gowng bto mke people lbaugh , ikuns th gamydut foc strle parody ydo ranchy ref gags qo formsle romantic comezdy i","{'total_alterations': 30, 'delete': 6, 'replace': 13, 'insert': 11}"
1,seldom has a movie so closely matched the spirit of a man and his work . ,seldom fhasu aw movie sov ccosely watched he zpiriet of a man add his work ,"{'total_alterations': 14, 'delete': 4, 'replace': 3, 'insert': 7}"
0,suffers from the lack of a compelling or comprehensible narrative . ,sufrferj from the jac ofh ak ckmpelning rf comprehensible nrrativze zd,"{'total_alterations': 14, 'delete': 3, 'replace': 5, 'insert': 6}"
1,"a moody , multi-dimensional love story and sci-fi mystery , solaris is a thought-provoking , haunting film that allows the seeds of the imagination to germinate . ","nd moxody j, multi-dimensional loof rstoy and ci-ri yster y, soolaris sfs q thought-provoking w, hvuntinz filmd that anlows ht sejdf ofr the imdgnation to germiqate .","{'total_alterations': 34, 'delete': 6, 'replace': 18, 'insert': 10}"
1,"despite its title , punch-drunk love is never heavy-handed . ","cdspite its ttle , punch-dfrunk oove ai knevesr heavl-haded a","{'total_alterations': 13, 'delete': 5, 'replace': 2, 'insert': 6}"
1,"entertains by providing good , lively company . ","entzertain a rovidihng good , ivefly company v","{'total_alterations': 10, 'delete': 5, 'replace': 1, 'insert': 4}"
0,"and when you 're talking about a slapstick comedy , that 's a pretty big problem . ",and whe you 'rc talkpngn about al solapstick comedyu g pzthat 's a pretty g problem .g,"{'total_alterations': 16, 'delete': 5, 'replace': 2, 'insert': 9}"
0,not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers . ,nod reatly oad d mukh  dikwasteful  vweq neevd kindnmpping suspense drhama right now like w neeo doomsday ethrillers .,"{'total_alterations': 24, 'delete': 6, 'replace': 12, 'insert': 6}"
0,nervous breakdowns are not entertaining . ,nerouf breakdowns arbei nk enterwaining .,"{'total_alterations': 9, 'delete': 3, 'replace': 3, 'insert': 3}"
0,"while it 's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc. ) , the constant referencing of hip-hop arcana can alienate even the savviest audiences . ","swhise it ' genuinely cot t hetar charatrs tvnalk aot carly ral rejords ( sugar hillik ang , etoc.g c)  thek constant arefvrencing oif hipyho larcana ccan alenate ecen the savviet audiences .","{'total_alterations': 39, 'delete': 13, 'replace': 11, 'insert': 15}"
0,"his last movie was poetically romantic and full of indelible images , but his latest has nothing going for it . ",his lahse movie cs poetically omantc ad full oa indelible xmages qd wut his latfest at nohlng gng vforx if .,"{'total_alterations': 23, 'delete': 9, 'replace': 8, 'insert': 6}"
0,"despite all evidence to the contrary , this clunker has somehow managed to pose as an actual feature movie , the kind that charges full admission and gets hyped on tv and purports to amuse small children and ostensible adults . ",dempite al evqidemce oo tthe npntrary e this ccbunker hw somdhow managed twpo pose cas an vcual fehature mogjvie f the kxind that chares fsll admission anud gets hwped mos tv axndv rurports to tamuse smvamll childrln adnd vosteniible aduls .,"{'total_alterations': 47, 'delete': 7, 'replace': 19, 'insert': 21}"
1,fresnadillo 's dark and jolting images have a way of plying into your subconscious like the nightmare you had a week ago that wo n't go away . ,fresladillo 's dark aabnd jolting imagees zchave i way lof plyijsng intlo youfy subconscious lieke the nnghtare syou hamk a week agr hatm wo n'gt gdx away w,"{'total_alterations': 29, 'delete': 4, 'replace': 7, 'insert': 18}"
1,"uses sharp humor and insight into human nature to examine class conflict , adolescent yearning , the roots of friendship and sexual identity . ","sesv yharp humor aynf ilnsigh jinti iuman naturz ob examgine bdass confxlict p adolscnt yearnimg ,f txe rots of friendship woand sxual identitsy r","{'total_alterations': 30, 'delete': 8, 'replace': 10, 'insert': 12}"
0,so unremittingly awful that labeling it a dog probably constitutes cruelty to canines . ,s unremittingly tadwful tfhlt labeling  y og probably constituev cruelyh th canines z.,"{'total_alterations': 18, 'delete': 7, 'replace': 5, 'insert': 6}"
1,"for the most part , director anne-sophie birot 's first feature is a sensitive , extraordinarily well-acted drama . ","hfhr ute mosvt amt w direcor anne-sophie birot 'gs frst feetue ws  sensritive , extraordinarily wlml-acted udwama .","{'total_alterations': 24, 'delete': 9, 'replace': 6, 'insert': 9}"
1,"another one of those estrogen overdose movies like `` divine secrets of the ya ya sisterhood , '' except that the writing , acting and character development are a lot better . ","anoter owc og thvse estroge overdose movies like v dvine ecrets fc the ya a sisuterthood , l' exczpb hat hl rting ,p acxin sn charactm development care a lrt betlr ","{'total_alterations': 36, 'delete': 17, 'replace': 13, 'insert': 6}"
1,"instead , he shows them the respect they are due . ",instead m hh spos toej ie respect thy are due .m,"{'total_alterations': 10, 'delete': 3, 'replace': 6, 'insert': 1}"
0,it has all the excitement of eating oatmeal . ,it has all te ecitementr  eaing oalnmeal .,"{'total_alterations': 9, 'delete': 5, 'replace': 2, 'insert': 2}"
0,i can take infantile humor ... but this is the sort of infantile that makes you wonder about changing the director and writer 's diapers . ,i an tke infantie hudmo ... bu his m tel stqrt of infantile tat makes you wonder sabout hnging wh directoar andd wkier ss dbpers p,"{'total_alterations': 28, 'delete': 15, 'replace': 6, 'insert': 7}"
1,"the best revenge may just be living well because this film , unlike other dumas adaptations , is far more likened to a treasure than a lengthy jail sentence . ","te be rbvenge may utust e lvving wls becagumse ths fim , unlike xthzr dumas adaptations , isk fgar orem liened tjo sa trgesure than  bengthy ail etence b","{'total_alterations': 32, 'delete': 15, 'replace': 7, 'insert': 10}"
1,"aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better . ","aside frn minor tinkeriung  tis s thpe sbamo movie yoz probably loveh  ov994 , fexcept thaet cit lohks evien bktter ","{'total_alterations': 23, 'delete': 7, 'replace': 8, 'insert': 8}"
1,"far more imaginative and ambitious than the trivial , cash-in features nickelodeon has made from its other animated tv series . ",fga mtorje iqmaggnative fnd ambiwixous hn the trivial h ashin featswres nickeodneon ha made hzrom ts otaer animated tv erievs g,"{'total_alterations': 27, 'delete': 10, 'replace': 7, 'insert': 10}"
1,"pacino is brilliant as the sleep-deprived dormer , his increasing weariness as much existential as it is physical . ",pacino is brillrian zs te sleepdepried dormer b wis inbresing wearfnss asv muh exftential mks it i physical e,"{'total_alterations': 24, 'delete': 11, 'replace': 8, 'insert': 5}"
1,"it 's one of those baseball pictures where the hero is stoic , the wife is patient , the kids are as cute as all get-out and the odds against success are long enough to intimidate , but short enough to make a dream seem possible . ","it 's one oy hose baseball pictures wheee bthe hero ds sqtoic , the wife isk patient  the jtkids ar a crute as am en-out an tjhp oddf agahinst succecs arp uongy enough tfo intmirdate u, but short enosih o make b dgream psem ofssible .","{'total_alterations': 46, 'delete': 15, 'replace': 12, 'insert': 19}"
0,there 's not enough here to justify the almost two hours . ,therq 'ts qo enougth here to justfy nh allmost two hourfs ,"{'total_alterations': 12, 'delete': 4, 'replace': 4, 'insert': 4}"
1,"fun , flip and terribly hip bit of cinematic entertainment . ",fun s flip ann oterriblf etp bim of citematiw enkertainment x,"{'total_alterations': 12, 'delete': 1, 'replace': 9, 'insert': 2}"
0,more whiny downer than corruscating commentary . ,moret whiy dywner ran corruscatjng commentalj d,"{'total_alterations': 10, 'delete': 2, 'replace': 7, 'insert': 1}"
1,"as the two leads , lathan and diggs are charming and have chemistry both as friends and lovers . ","a the two flehds m, lathzn ad digi ye aharminga and ahave chemifstrzy both as friend angd lovr k","{'total_alterations': 20, 'delete': 7, 'replace': 6, 'insert': 7}"
0,the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life . ,thee fif maves a fatal mistake r: nh ass dps tr wcare about o yofg man whose only apparlent viertue st thatm le is nod quite aas unfkpleasant ax some or the people in hns life ,"{'total_alterations': 34, 'delete': 9, 'replace': 10, 'insert': 15}"
1,"a smart , witty follow-up . ",ap smeart  witty follow-up mt,"{'total_alterations': 6, 'delete': 1, 'replace': 2, 'insert': 3}"
0,"with virtually no interesting elements for an audience to focus on , chelsea walls is a triple-espresso endurance challenge . ",with qirtually no intenesdting elemnts for n audlienc oc focfus nf g jhelsea wjallps sip da tlzple-espresso enurance challenge .,"{'total_alterations': 26, 'delete': 6, 'replace': 11, 'insert': 9}"
1,"whether writer-director anne fontaine 's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as seductive as it is haunting . ","whether writer-director ane fontaine 'x fir nis a ghosi story y ana account oy  nervous breakdown , ut tuip do emoy lane  ail cthree or yzone lf yte bove q yt s asq seductive s k ecs hadntoing .","{'total_alterations': 40, 'delete': 14, 'replace': 16, 'insert': 10}"
1,cq 's reflection of artists and the love of cinema-and-self suggests nothing less than a new voice that deserves to be considered as a possible successor to the best european directors . , 's reflectin ofk rtists amd bte aoe gpof cinema-and-self suggests nothinf less thnn a new voceu tsat eerves t sbce considered s o posscible vsccessor om th best europuean direcors l,"{'total_alterations': 39, 'delete': 17, 'replace': 9, 'insert': 13}"
1,jones ... does offer a brutal form of charisma . ,jnes a.y. does ofrfer a bruta formd o charkisma .,"{'total_alterations': 10, 'delete': 3, 'replace': 3, 'insert': 4}"
0,"in an effort , i suspect , not to offend by appearing either too serious or too lighthearted , it offends by just being wishy-washy . ","n an efzfor ,  suspect  nmotb  offaend by apprearng eihenr too seqious od too slighthearted  t oyffeds by judt beieog wishy-washy ","{'total_alterations': 27, 'delete': 13, 'replace': 4, 'insert': 10}"
